PCs1,PCs2,PCs3,PCs4,PCs5,PCs6,PCs7,PCs8,PCs9,PCs10,PCs11,PCs12,PCs13,PCs14,PCs15,PCs16,PCs17,PCs18,PCs19,PCs20,PCs21,PCs22,PCs23,PCs24,PCs25,PCs26,PCs27,PCs28,PCs29,PCs30,PCs31,PCs32,PCs33,PCs34,PCs35,PCs36,PCs37,PCs38,PCs39,PCs40,PCs41,PCs42,PCs43,PCs44,PCs45,PCs46,PCs47,PCs48,PCs49,PCs50
-0.026014816015958786,0.0032541323453187943,0.0018978224834427238,-0.03626253828406334,0.016781631857156754,0.030846061185002327,0.07814200967550278,-0.009149787947535515,-0.032228946685791016,-0.04934533312916756,-0.050685569643974304,0.010104573331773281,0.04684387147426605,-0.0706198662519455,0.041956592351198196,-0.02476339042186737,-0.0434601791203022,-0.041557587683200836,0.004196747671812773,0.0035636876709759235,0.011352013796567917,0.012420320883393288,-0.03371439501643181,0.027513224631547928,-0.019734250381588936,0.06450006365776062,0.0028431913815438747,-0.007547191344201565,0.002069036243483424,-0.01785571686923504,0.015512720681726933,-0.029335934668779373,0.03924882039427757,-0.02487020567059517,-0.030998067930340767,0.023980600759387016,-0.013037238270044327,-0.006009064614772797,-0.004414475988596678,-0.00676882266998291,0.0023123472929000854,-0.04035026207566261,0.03827109932899475,0.023172207176685333,0.04564185440540314,0.04336794838309288,0.004315420985221863,-0.00516937393695116,0.01450847927480936,-0.0006641559302806854
-0.008278220891952515,0.009083185344934464,-0.0007813943084329367,0.008882659487426281,-0.006364915054291487,0.007083007134497166,-0.03636062517762184,0.031604304909706116,0.04484894126653671,-0.01538063958287239,-0.03883584961295128,0.04200461879372597,-0.021350115537643433,0.051170021295547485,0.020986933261156082,-0.024580862373113632,-0.007150973659008741,-0.05181117728352547,0.0054366919212043285,0.010229929350316525,0.016980046406388283,-0.012354024685919285,0.034960146993398666,-0.003274583024904132,-0.030563432723283768,0.006848295219242573,-0.002723021898418665,-0.021130980923771858,-0.021433928981423378,0.017897581681609154,-0.010656234808266163,-0.013825156725943089,0.009404093027114868,-0.048286814242601395,0.0053802235051989555,0.007494429126381874,-0.05046549066901207,-0.015106059610843658,-0.03500533103942871,0.014351453632116318,0.041691847145557404,-0.021938422694802284,0.017413828521966934,0.0020081177353858948,-0.01497478224337101,0.02193296141922474,0.002232888713479042,0.030861202627420425,-0.008906914852559566,-0.0028825122863054276
-0.0033151903189718723,0.0032096810173243284,0.00027985291671939194,-0.0017408739076927304,-0.00036304190871305764,-0.0004050999123137444,-0.0004976444761268795,-0.005716437008231878,0.002364728832617402,-0.003267059102654457,0.0031556852627545595,-0.011074705049395561,0.004610268399119377,-0.004064992535859346,-0.005473349243402481,0.00704931328073144,-0.005836831871420145,-0.0005183041794225574,0.001109526725485921,-0.004310314077883959,0.0017061787657439709,-0.004523998126387596,-0.005423623602837324,0.00361813185736537,-0.001753155142068863,-0.0051694815047085285,0.007964549586176872,-0.00035580346593633294,0.004925427958369255,0.017642274498939514,-0.001775707583874464,0.004693895578384399,0.0007384012569673359,0.0050472659058868885,0.005184948910027742,0.0049160136841237545,0.018116407096385956,-0.007614111062139273,-0.011182314716279507,0.0075137014500796795,-0.0018694887403398752,0.0066144829615950584,-0.0038599218241870403,-0.005954334046691656,0.000393879774492234,0.010592465288937092,-0.009245293214917183,0.010145808570086956,-0.0005415722262114286,0.0015081226592883468
0.01065072976052761,-0.00026816135505214334,-0.007008080370724201,0.0023661230225116014,-0.0038789063692092896,-0.022955702617764473,0.02023709937930107,-0.017078496515750885,0.00859958864748478,-0.03221583738923073,-0.02013005129992962,0.012113841250538826,0.015341946855187416,-0.028779970481991768,-0.0019563925452530384,0.033821914345026016,-0.03037004917860031,-0.01245906576514244,-0.017985932528972626,-0.03600258380174637,-0.04182136803865433,0.004947907757014036,0.07001041620969772,0.020070942118763924,0.005153580568730831,0.005535392090678215,-0.06276002526283264,0.03898005560040474,0.004535773303359747,0.006430322770029306,-0.018601292744278908,0.009624723345041275,-0.03289167582988739,-0.005577653180807829,0.02730868197977543,0.018311072140932083,0.027334000915288925,-0.024356309324502945,0.002288234420120716,0.003914177417755127,0.0010486897081136703,0.0014975536614656448,-0.01935068517923355,0.02193133905529976,-0.028315827250480652,0.050392553210258484,-0.02161693200469017,0.02868632972240448,-0.018247535452246666,-0.027099065482616425
0.013711865991353989,0.02738788351416588,-0.010785399004817009,0.00619285786524415,0.018256310373544693,0.02027621492743492,0.0303025059401989,-0.030285486951470375,-0.008647486567497253,-0.050197944045066833,0.0086875781416893,-0.0081934854388237,0.02659159153699875,-0.02671649307012558,-0.005852620583027601,-0.00846819020807743,0.03965599834918976,-0.015007019974291325,-0.02665950544178486,-0.028622735291719437,-0.002435134258121252,0.05282766744494438,-0.0653875395655632,-0.02258341945707798,0.01714693382382393,0.01757918670773506,0.05303206294775009,0.011627109721302986,-0.024263164028525352,0.015157237648963928,-0.0025842469185590744,-0.021737173199653625,-0.004456987604498863,-0.012949008494615555,-0.04615988954901695,-0.05562152341008186,0.0006681377999484539,0.01424846425652504,-0.03393564373254776,-0.002527637407183647,0.003509208559989929,0.02227519452571869,0.0021392684429883957,0.01550065167248249,-0.02648940123617649,0.007630897685885429,-0.008918523788452148,0.004175985231995583,-0.017958596348762512,0.024897683411836624
-0.026637157425284386,0.010852555744349957,0.0024875772651284933,-0.03358839824795723,0.020516961812973022,0.04235231876373291,0.07513286173343658,-0.03912830352783203,-0.04901261627674103,-0.03799279406666756,-0.03039361536502838,0.02728777378797531,0.01652543805539608,0.007846551015973091,-0.002952712122350931,-0.0036939994897693396,0.008448245003819466,-0.036156028509140015,-0.03912070393562317,0.006912771612405777,0.017658958211541176,-0.023017076775431633,0.006665786262601614,-0.007019277662038803,0.014829431660473347,0.01435569953173399,0.006812060717493296,0.010624676011502743,0.018780870363116264,0.013340014033019543,-0.019055787473917007,0.008241567760705948,-0.009417617693543434,-0.03448764234781265,0.0006222762167453766,-0.02532385289669037,0.01424716878682375,0.0029732538387179375,-0.017021983861923218,-0.03382912278175354,-0.015502378344535828,0.003232266753911972,-0.01008564606308937,-0.0035380348563194275,0.031332969665527344,0.013564079999923706,0.03243342414498329,0.01621607318520546,-0.020063886418938637,0.010019082576036453
-0.0017423663521185517,0.006298423744738102,-0.00013665643928106874,0.002486908808350563,-0.006472710985690355,0.03406061604619026,-0.013327186927199364,0.001074272207915783,-0.010656717233359814,0.028805308043956757,0.0296939704567194,-0.006512575317174196,-0.003982593305408955,0.0012125797802582383,-0.01629820093512535,-0.004498172551393509,-0.0002069562760880217,-0.009341305121779442,0.008220347575843334,0.001745000947266817,0.007313306909054518,0.0033941299188882113,0.0033686268143355846,0.013974275439977646,0.008898118510842323,0.01677740551531315,0.01825183443725109,0.018383517861366272,-0.03507250174880028,0.0005452141631394625,0.013152127154171467,0.002152401255443692,0.01253607589751482,0.005982421338558197,0.005504283122718334,0.023832760751247406,0.006837443448603153,0.011050129309296608,0.007373974658548832,-0.01052742637693882,-0.002085622400045395,0.0047323983162641525,0.010373835451900959,0.01554040890187025,-0.0029836632311344147,0.010148843750357628,-0.0040923822671175,-2.4469307390972972e-05,-0.0001131533645093441,0.009277381002902985
0.022413194179534912,0.016376817598938942,-5.73390097997617e-05,-0.003347489284351468,-0.0526297502219677,-0.008175087161362171,0.009313972666859627,-0.010997221805155277,0.006185982376337051,-0.021475596353411674,0.021150708198547363,0.02946290746331215,0.032109010964632034,0.012763573788106441,-0.019038407132029533,-0.024935675784945488,-0.009484908543527126,0.06259287148714066,-0.017423756420612335,0.01608102209866047,-0.008313245140016079,-0.011155172251164913,-0.02696577087044716,0.00979465339332819,-0.02011001668870449,0.020285019651055336,-0.008457343094050884,-0.003179712686687708,-0.0036166461650282145,0.0655723288655281,-0.00921793282032013,0.005806592293083668,-0.004909230396151543,-0.0314163975417614,-0.015875834971666336,0.0468599796295166,0.022686198353767395,0.030698660761117935,0.03554074093699455,-0.015129277482628822,-0.0037633851170539856,-0.014862644486129284,-0.0054029119201004505,0.029700230807065964,-0.018909931182861328,-0.0059437938034534454,-0.02041936106979847,-0.018721802160143852,-0.03815939277410507,0.019344007596373558
-0.013311130926012993,-0.002085495973005891,0.0012767496518790722,0.0005213692202232778,-0.018821746110916138,0.03210316598415375,-0.0281696654856205,-0.032556768506765366,-0.046979740262031555,-0.0021718682255595922,0.005298512522131205,0.01000025775283575,0.03184382990002632,0.030434655025601387,0.01029955968260765,-0.002928470727056265,0.01613188534975052,0.00472633121535182,0.0027473471127450466,-0.03522854298353195,-0.031345151364803314,0.002165538724511862,0.004297730978578329,0.021713461726903915,0.014515579678118229,-0.028619157150387764,-0.03749476373195648,-0.03492299094796181,0.030177541077136993,-0.004726742394268513,-0.02390635572373867,-0.03857766464352608,-0.007363590411841869,0.0005116444081068039,-0.0043527851812541485,-0.008219290524721146,-0.04027913510799408,-0.01702718809247017,-0.026222752407193184,0.016855277121067047,-0.0028426889330148697,-0.012648828327655792,0.001509886234998703,0.0073571354150772095,-0.006048955023288727,0.020110081881284714,-0.02896270714700222,0.016528069972991943,-0.0252670980989933,-9.411945939064026e-06
-0.01466851681470871,-0.0024368842132389545,-0.0008917884551919997,-0.014569657854735851,0.012954147532582283,-0.008569939061999321,0.028227994218468666,0.004834059160202742,-0.0030791801400482655,-0.00806473009288311,0.009291484951972961,0.007276337128132582,0.026110049337148666,0.003324314020574093,0.04438674449920654,-0.02390102855861187,-0.026810919865965843,-0.010671384632587433,0.01788148283958435,0.012106308713555336,0.004655495751649141,-0.0011921003460884094,0.04993877559900284,0.02678132988512516,0.01835503801703453,-0.005398893728852272,-0.016100876033306122,0.008531554602086544,-0.029215671122074127,-0.01626633107662201,-0.020828166976571083,-0.03881961852312088,-0.0023579441476613283,0.034282386302948,0.03626059368252754,0.02343432977795601,0.016816668212413788,0.030071277171373367,-0.006867935881018639,-0.0013491148129105568,-0.04294721782207489,0.02715236134827137,-0.023003701120615005,-0.01951860450208187,-0.003650400787591934,0.008686251007020473,-0.0025835074484348297,-0.01584821194410324,0.010943739674985409,0.02815062180161476
